"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",0.508810615,0.039160423,362.1100784,0.952522018,2.36036324,6,0.5,2.25,30.96205521,33.32671738,30.89863968,399.9997559,398.2243958,26.18513298,28.03583336,57.78741455,61.87168503,300.1514282,1799.42749,99.34545135,"Horizontes_Ssam_4"
"2",0.130096878,0.03845164,282.0773997,0.947120217,2.389167082,6,0.5,2.25,31.04032707,33.42567062,30.96947098,300.018158,299.1916504,26.19343376,28.03362083,57.54887772,61.59190369,300.1550293,1799.461792,99.34638977,"Horizontes_Ssam_4"
"3",-0.27165819,0.037956721,203.5418248,0.950579318,2.428184413,6,0.5,2.25,31.1220417,33.56721497,31.04588699,199.9667664,200.1295166,26.20728493,28.05410767,57.31412888,61.35304642,300.1625366,1799.313477,99.35040283,"Horizontes_Ssam_4"
"4",-0.562826748,0.038638725,120.008225,0.972427305,2.440690482,6,0.5,2.25,31.18167305,33.63433075,31.09866714,99.94284058,100.8718338,26.23478699,28.12397003,57.1832695,61.30107117,300.1547546,1798.693848,99.35650635,"Horizontes_Ssam_4"
"5",-0.431886519,0.038107459,74.41302921,0.977130559,2.485476059,6,0.5,2.25,31.32234955,33.8299942,31.23420906,58.04021072,58.78865433,26.35151672,28.24945259,56.9859314,61.09027481,300.1767883,1799.214478,99.36740875,"Horizontes_Ssam_4"
"6",0.964435962,0.038783107,341.5376447,0.991655049,2.479085759,6,0.5,2.25,31.37521935,33.83298111,31.28680229,399.9631958,397.2479553,26.39676666,28.32284164,56.91201401,61.06467819,300.1654358,1798.570679,99.36672974,"Horizontes_Ssam_4"
"7",0.842724628,0.037650446,345.8019026,0.960382667,2.471927111,6,0.5,2.25,31.38906097,33.81234741,31.30432701,399.9609375,397.5132446,26.46870041,28.33406258,57.02113342,61.03965378,300.1576233,1798.753906,99.36485291,"Horizontes_Ssam_4"
"8",1.742572749,0.03963041,501.3267143,1.007304792,2.46489472,6,0.5,2.25,31.40971756,33.84767151,31.32822227,600.0595093,595.3773804,26.55425072,28.51039124,57.13734055,61.34641266,300.1582336,1799.83313,99.36319733,"Horizontes_Ssam_4"
"9",2.845068508,0.040645729,649.2448385,1.028248472,2.454230414,6,0.5,2.25,31.44903374,33.85493088,31.36856842,799.9198608,792.6038208,26.64236259,28.63884926,57.19994354,61.48630905,300.1674805,1799.553101,99.36488342,"Horizontes_Ssam_4"
"10",3.899377413,0.041599553,800.8524111,1.053697412,2.458013352,6,0.5,2.25,31.48047638,33.90756607,31.39688683,999.9494629,990.069458,26.71162224,28.75733376,57.24708557,61.63135529,300.1584167,1798.960083,99.36630249,"Horizontes_Ssam_4"
"11",5.062463532,0.042501119,949.0334112,1.09172214,2.492861222,6,0.5,2.25,31.59105682,34.08099365,31.48921204,1200.018921,1187.308594,26.80660629,28.92572212,57.09281921,61.60612106,300.165741,1798.66394,99.36952209,"Horizontes_Ssam_4"
"12",6.861800401,0.042845918,1167.690915,1.101095949,2.494273514,6,0.5,2.25,31.64885521,34.11394501,31.54616165,1500.486328,1483.505127,26.87249565,29.00962448,57.04803467,61.58498001,300.1654053,1799.994141,99.3735733,"Horizontes_Ssam_4"
"13",9.369599506,0.042539062,1544.672515,1.097971822,2.504542858,6,0.5,2.25,31.72630882,34.19079208,31.62945557,1999.746338,1976.680054,27.0053978,29.13610458,57.0834465,61.5872879,300.1767883,1799.707397,99.38162994,"Horizontes_Ssam_4"
